tweet,existence,existence.confidence
"If high temperatures are proof of global warming and low temperatures are proof of global warming, then what is NOT proof of global warming?",0,0.6866
Amy Goodmand and Dem Now is heading to Bolivia for the  World People's Conference on Climate Change. Tune in Next Week.  #WPCCC #Cochabamba,1,0.6499
"RE: *It isn't that the blizzard proves global warming is false, but it certainly is an argument against.*  Actually, i' http://disq.us/blf2a",1,1
We got about 14 inches of snow thus far in Panther Valley (30 min from Poconos)..much more to come yet..as for global warming ---&gt; Hum Bug !,0,1
"Climate change is something that is not man made, and is a natural change in the globe, things change , just the way it is, has always been",0,0.6899
"Liked ""MSNBC's Contessa Brewer Claims Heavy Snowfall Proves Global Warming"" http://ff.im/-fJg1w",1,0.6684
so its almost march and its snowin like this...global warming,0,0.6368
How's that man-made global warming working out for ya?,0,0.6439
Plus the ocean lol RT @LAC83 it would be a very long journey from Australia by skiis. And a huge climate change. But SOO worth it :-),2,0.6558
"RT @sciam: Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y",1,1
"Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y",1,0.6449
RT @TwilightEarth 2010 East Coast Snowfall Blamed on Global Warming? http://ow.ly/162Fy,2,0.6265
How to Reform the Intergovernmental Panel on Climate Change http://bit.ly/ctvuIh,1,0.7473
Snowstorm: East Coast Blizzard Tied to Climate Change http://bit.ly/aMGM77,1,1
Top Science Journal Calls for Climate Science Reform|A steady drip of errors in the top report on global warming .. http://oohja.com/x6L4Q,0,0.6571
watchen Shep Smith- no car chases today- climate change!,2,0.7236
"RT @humanadverb: Why does a blizzard in DC kill climate change legislation, but near-catastrophic drought in Atlanta doesn't get it passed?",1,0.6648
RT @Milieunet: D.C. Snowstorm: How Global Warming Makes Blizzards Worse - Yahoo! News http://goo.gl/z8ka,1,1
"Video: MS-NBC's Brewer claims heavy snowfall proves global warming: Give credit to MS-NBC's meteorologist, who doe... http://bit.ly/bT3uWd",1,0.6647
"I wish it wouldve been called ""global climate change"" from the start! RT @MotherJones Snowpocalypse: Take That Al Gore! http://bit.ly/9LOMhn",1,1
"OH: ""If we're going to solve this global warming dilemma, i think we need to chop down more trees..."" -- @hokiebill",0,0.6486
to all and especially newt gingrich: just because it's snowing doesn't mean climate change is false. http://bit.ly/9Bh8h1,1,0.6768
"claiming that snow disproves global warming is like #$%^ing your GF w/ a 12"" strap-on & claiming you have a big dick #GOPfail #p2",1,1
Dear Eve Ensler (the vagina monologues chick) believes earthquakes are symptoms of global warming. not a shock. http://bit.ly/bH1qIk,2,0.65
"Vry Inrstg RT @Atlantic_Wire: DC: ""OK already, we believe in Climate Change!"" http://bit.ly/bxOguT Snow conts. 2 pile up. What's the reason?",1,1
"CBS News: Conservatives Use ""Snowmageddon"" to Mock Global Warming http://tinyurl.com/yks75n5",0,1
Invasive Plants Are Beneficiaries of Climate Change in Thoreau's Woods http://tr.im/NE2G #green #eco #habitat,1,0.6593
"Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists http://bit.ly/9y1gp4",1,0.6614
Global Warming & Our Winter Storms http://www.paltalknewsnetwork.com/node/2210 #globalwarming #weather,1,0.8008
"I lovce hearing ""weather isnt climate"" from the same idiots that blamed Katrina on ""climate change"".",0,0.7141
RT @change The Geological Society of America rejects global warming theory & member speaks out http://bit.ly/cGFw4o (via @rebeccawalker),0,1
European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts - http://bit.ly/b8ifs9,1,1
"Im up. Still snowing out there. Dear Al Gore, bite me. Oh wait, your claimign this is now caused by ""climate change"" right. Ass.",0,1
Global Warming lol! Al Gore you need 2 step up your theory brother. This season produced the most snow I seen in life. Evrywk it is snowin,0,1
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse: There's scarcely any powder in Vancouver, while Baltimor... http://bit.ly/aLa47B",1,1
"Terry Gardner: Necessity, the Mother of Eco Invention: Whether you believe ""climate change"" is fiction or fact, d... http://huff.to/aUfoZ5",2,1
What The Snowpocalypse Tells Us About Global Warming http://bit.ly/ay7pCH,1,0.658
What The Snowpocalypse Tells Us About Global Warming http://bit.ly/ay7pCH,1,0.696
Good question! RT @Time_Inc: TIME: Another Blizzard: Where's Global Warming? http://bit.ly/cBLW6t,0,1
What The Snowpocalypse Tells Us About Global Warming http://url4.eu/1Mkd6,2,0.6623
What The Snowpocalypse Tells Us About Global Warming http://url4.eu/1Mkd0,1,0.6541
LOL!!!RT @PoliJAM: #FoxNews' Major Garrett Gets Pummeled By Global Warming While Reporting from Outside the White House http://bit.ly/bbENrp,0,0.6435
"Funny how lefties still arguing global warming proven by warm weather, cold weather, severe storms, & lack of severe storms. #rsrh",0,0.6856
"Our leaders r morons. Dem Senator: ""DC blizzards make it more difficult to argue global warming is an imminent danger"" http://bit.ly/d0evbz",0,0.6243
"Altho not climate change related, MAYBE the Iceland volcano will remind people of the power of Mother Nature.",2,0.674
"AL GORE NAILED THIS GLOBAL WARMING THING,  ANYONE FOR THREE CARD MONTY?",1,0.6557
RT @abc: Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo:  http://bit.ly/dvtsYU,1,0.7113
RT @nicknotned: How cranky bloggers are puncturing the consensus on climate change. by Matt Ridley  http://j.mp/cIQbOE,0,0.3645
Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo:  http://bit.ly/dvtsYU,1,0.687
"Snow doesn't mean global warming is fraud, Sean! (IrishCentral) Fox News | Hannity | Climate | Conservative | Weather http://bit.ly/bjxtzq",1,1
"Nice article about Global Warming from @TIME but I'm still skeptical - http://www.time.com/time/health/article/0,8599,1962294,00.html",0,1
RT @JoeNBC: @DylanRatigan on radio talking global warming vs. big snowdrifts in NYC - must listen  http://bit.ly/joeradio,2,1
"RT @ddimick: UN: ""Accelerated migration and climate change a 'recipe for social disaster'"" (via @alertnetclimate) http://post.ly/N9td",1,1
SEC To Provide Guidance on Companies Climate Change Disclosure http://bit.ly/cARxMm #solar,2,0.6667
"RT @OpenCongress: ""Record snow hs buried D.C. ' and buried chances of passing global warming legislation this year."" http://bit.ly/adxgbq",0,0.6653
"Palin dismisses global climate change as ""'bunch of snake oil science,"" but then again she probably believes Jesus rode a dinosaur.",1,1
"Snow doesn't mean global warming's a fraud, Sean:  http://bit.ly/bjxtzq | celebrity news",1,1
Editorial: Senate Offers Hope for Climate Change Legislation http://bit.ly/9NPwxb #green #energy,2,0.6805
Editorial: Senate Offers Hope for Climate Change Legislation http://bit.ly/9NPwxb,1,1
RT @PlanetGreen: RT @BoingBoing: Understanding climate change: There's an ap for that http://bit.ly/aQHXLK,1,0.6418
"Hey #tcot, your frozen margarita may become endangered. RT @tlw3 FOX and NASA report on Global Climate Change http://bit.ly/cg4F59 #p2",0,0.6457
Snow Storm Fuels Conservatives' Global Warming Mockery|Even Some Democrats Concede Massive Snowfall in Washington .. http://oohja.com/x6KHv,0,0.6591
"Look, It's Snowing! So Much for ""Global Warming,"" Eh, Jim DeMint?: If you live anywhere between DC and Bo... http://bit.ly/95JuCE #politics",0,1
RT @thejoshuablog: RT @AmericaBlog: Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,1,0.6961
"Climate Change and Activists Won't Delay, But United Nations Will http://trim.li/nk/1JjY via @WiretapMagazine",2,0.657
Dear #TCOT: RT @NewsOnGreen D.C. Snowstorm: How Global Warming Makes Blizzards Worse (Time.com) http://tinyurl.com/ykzh7dd #p2,1,1
Snow Storm Fuels Conservatives' Global Warming Mockery http://bit.ly/bqh9ML,0,0.6831
Where's that Global Warming???,0,1
Snow and ice cancel global-warming hearing: http://bit.ly/dmyEJ0 via @addthis,0,0.6772
"Heat wave in Paraguay.  No, Virginia, snow doesn't mean there is no climate change.  http://bit.ly/beumgi  #climate",2,0.6248
Understanding climate change: There's an ap for that http://bit.ly/9Qj27X,1,1
RT @Tymlee: Climate change causes wolverine decline across Canada http://bit.ly/aacOb1,1,0.665
RT @AmericaBlog: Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,1,1
Causing global climate change. #moregovpattersonrumors,2,1
Holy cow! Near blizzard conditions here in NYC. Expecting 10 plus inches of global warming today. Looks nasty out there. #tcot,0,0.4377
Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE,0,0.5128
RT @disturbedwater: DC snowstorm: how global warming makes blizzards worse (via @TIME) http://bit.ly/aMGM77,1,1
D.C. Snowstorm: How Global Warming Makes Blizzards Worse http://bit.ly/aMGM77,1,1
Government Launches Climate Change Agency: If you wanted to look up the mean rise in sea levels over the last few ... http://bit.ly/cnePv5,2,0.6935
"4"" of global warming & counting.",0,0.6705
Snow doesn't disprove climate change http://mobile.salon.com/politics/war_room/2010/02/10/snow_global_warming/index.html #tcot #p2 #agw,1,0.6877
Alternative to cap and trade is gaining ground on Capitol Hill|While the climate change measure remains mired in .. http://oohja.com/x6KxA,2,0.6811
Has anyone seen--------------&gt; AL GORE&lt;-------------- Poster Nit Wit for Global Warming.,0,0.6731
It's like shooting ducks in a barrel [The Island of Doubt]|Another critical mass of climate change pseudoskeptics .. http://oohja.com/xaYnZ,2,0.6392
"After just 2"" overnight, snow finally coming down hard just north of NYC.  GOP: No global warming.  Except: No snow for Winter Olympics.",0,0.6738
RT @EricBoehlert: Why won't Drudge acknowledge the snow-less 'Global Warming Games' about to kick off in Vancouver? http://tinyurl.com/yzq4olr,1,1
LOL! RT @ConserValidity Time Magazine: How Global Warming makes Blizzards worse http://bit.ly/cLl6li #tcot #teaparty,1,1
RT @mocajavawv: A lot of global warming coming down here on NYC. #tcot,1,0.676
A lot of global warming coming down here on NYC. #tcot,1,0.6835
IOC: Global Warming Could Affect Winter Olympics|The International Olympic Committee is beginning to worry about .. http://oohja.com/x6KpQ,1,0.6527
"Roses are red, violets are blue, global warming causes BVOCs, so take some time and save the trees http://ow.ly/15RKl",1,1
"How Global Warming makes Blizzards worse http://bit.ly/cLl6li #Anyone with a scintilla of respect for Leftist 'Time' Magazine,you should not",1,1
"RT @wood83: Global warming alarmists meet record snowfall, record snowfall meet global warming alarmists",0,1
Another Snowstorm: What Happened to Global Warming? Round 2: Blizzards hit Mid-Atlantic to New York ... Who Would Replace Governor Pat...,1,0.6642
"Can #cochabamba participants lead on #climate change? + Kerry, Graham, & Lieberman drag feet on climate bill http://bit.ly/cqGbTE",1,1
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME ""Another Snowstorm: What Happened to Global Warming? "" http://bit.ly/9B1K3G",1,0.6728
"Al Gore should be arrested for Global Warming Scam, how much did AL take in$$$$$$$$$$ forget the snow ball, hit him with a shovel",0,1
"Enough with the ""Where's your global warming now with all of this snow, cold?"".  As a joke, getting old.  As serious comment, idiotic.",1,1
D.C. Snowstorm: How Global Warming Makes Blizzards Worse (TIME) http://bit.ly/93juyJ #news,1,1
RT: @IvankaTrump Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE,1,0.7107
"With climate change, those who know most are most frightened. With nuclear power, those who know most are least frightened. -various",1,1
"Climate Group Admits Mistakes: Officials of the Intergovernmental Panel on Climate Change, a United Nations-sponso... http://bit.ly/9zynKV",0,0.6964
DailyTech - NOAA Releases Wealth of Climate Change Data to Public: Website should be welcome news to global warmin... http://bit.ly/9Mm0J2,1,0.6617
RT Invasive Species and Climate Change   http://bit.ly/4oeoGA @InvasiveNotes,1,0.654
Snowmageddon and Global Warming|With the occurrence of particularly strong snow storms that have hit the east .. http://oohja.com/x6K8g,0,0.6922
Waste of Time Stimulus money/Global Warming turbines frozen in Minnesota wind http://bit.ly/alsN33 #Where is AL Gore!,0,1
"Despite ClimateGate, US creates NOAA Climate Service and Pentagon says Global Warming is Security Threat #energy  http://jm.ly/WkWx9I",0,0.6671
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse|There's scarcely any powder in Vancouver, while .. http://oohja.com/x6K1K",1,1
Plz #Digg & RT: Sean Hannity: Snow Storms Contradict Climate Change http://bit.ly/96XkOi ( #p2 #dnj #du1),0,1
Free Reading !!! Ahead of my time vis a vis global warming: I am available for psychic reading... http://bit.ly/9uC2jm mypsychicsonline.inf,0,0.5124
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse: There's scarcely any powder in Vancouver, while Baltimor... http://bit.ly/d9iYjy",1,0.709
Lords fear public is losing confidence in climate change science|Leading scientists in House of Lords have warned .. http://oohja.com/x6JTv,1,0.4944
How do we solve this global warming thing? http://bit.ly/br4xLV,1,1
FREAKING global warming. HA!,2,0.6491
Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://bit.ly/alQZCV,0,0.6739
"Oh no, snow! Time to overreact and make incomprehensible global warming jokes!",0,0.7021
RT @ClimateDepot: Utah Legislature formally questions global warming http://bit.ly/8YK3PQ,2,1
Jones Shreds Capitol Hill to Fight Climate Change - Big-time events like the Winter X-Games and the Winter Olympics... http://ow.ly/16xDae,1,0.7395
Maybe the second DC snowstorm in a week is the universe sending climate change naysayrers in the gov't a yes vote?,0,0.6522
"RT @ecohouses Climate Group Admits Mistakes: AP In citing climate change as an important issue, a UN conference in Dec. http://bit.ly/daKgRd",2,0.6694
Considering Institutional Authorities and Climate Change http://bit.ly/aCOaur #energy,2,1
Story of the vaporization of the great gobal warming scandal #global warming http://is.gd/7TByc,0,0.701
"RT @wsmco: if you're one of the 10s of thousands without power from the blizzard and you voted for this global warming dipshit, i'm glad you're f-d.",0,1
Climate-change legislation buried under record snowfall|Record snowfall has buried Washington ? and along with .. http://oohja.com/x6IMs,0,1
"Liked ""New Climategate Shocker: Even the CRU Thought the Climate Change Hockey Stick Was Flawed: The term ""hockey..."" http://ff.im/-fGwfE",0,0.6894
http://bit.ly/10NrOO Energy and Global Warming News for February 9: Ford to unveil ... http://bit.ly/ca1NSC,2,0.647
From DailyKos: Climate Change Skeptics Discredited - New information suggests that a report criticizing data for cl... http://ow.ly/16xz87,0,0.4959
ha! RT @CrabbyCon: Global Warming mockery video that includes recent photos of the Great Blizzard of 2010 http://bit.ly/942I4T #tcot,0,0.6537
green and global warming belief set is perhaps the epitome of mankinds egotism - that we could be such a massive universal force,0,0.6363
Climate Change Skeptics Discredited http://idek.net/12D4 from @DailyKos,1,0.6686
RT @DailyKos: Climate Change Skeptics Discredited http://bit.ly/cT3L00 ( #p2 #du1),1,0.6609
about that whole climate change thing...http://bit.ly/cUg6WF,0,0.3457
RT @ThinkProgress: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://bit.ly/alQZCV #p2 #du1 #dnj,0,0.7119
Professor Klaus Lauckner on climate change panel April 22 http://bit.ly/drWNSP,2,0.7005
Ahead of my time vis a vis global warming|The Global warming hysteria of the past ten years appears to be cooling .. http://oohja.com/x6Ihu,2,0.6703
GOP senator's family builds igloo to mock global warming http://bit.ly/9GtBqo,2,0.6626
Grrrr...Global Warming My BUTT! 2nd MAJOR snowstorm within days!,0,1
"if you're one of the 10s of thousands without power from the blizzard and you voted for this global warming dipshit, i'm glad you're f-d.",0,0.6978
"Utah Legislature: House formally questions global warming|SALT LAKE CITY ? With most Democrats voting no, the .. http://oohja.com/x6I8e",2,1
Story of the collapse of the great climate scam #global warming http://bit.ly/drrEIN,0,1
RT @Drudge_Report: Senate global warming hearing cancelled... http://drudge.tw/dyAWzC,2,1
Just posted European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts http://bit.ly/awFKHw #b2p,1,1
Palin likens global warming studies to 'snake oil'|Former Alaska Gov. Sarah Palin called studies supporting .. http://oohja.com/x6I1E,0,0.6876
"Hey @algore we're gonna be shoveling a lot of your ""global warming"" tommorow",0,1
Peoples World: Is global warming a conspiracy concocted to destroy private property and freedom? According to a po... http://bit.ly/d3mevg,0,0.3813
"QUICK, AL GORE, SAY SOMETHING , OBAMA NEEDS A DISTRACTION, TELL US AGAIN THE WORLD IS GOING TO END CAUSE OF GLOBAL WARMING.",0,1
Offbeat and aromatic read :-) RT - Climate change will make world more 'fragrant' -http://bit.ly/a1GnIX - @risovic,2,0.6446
on the subject of the epic scam that is global warming obumers global warming council got snowed out LOL,0,1
"RT @EricBoehlert: So are freak storms RT @owillis RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",1,1
"RT @EricBoehlert: So are freak storms RT @owillis RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",2,0.6802
On World Wetland Day 2-2-10: BioScience study said climate change is desiccating US prairies and critical wetlands.   http://bit.ly/9V3Ekm,1,1
"The global warming effects on Antarctica are varied, and these effects can have a big impact on the entire world http://tinyurl.com/yj4ptnt",1,1
RT @MMFA: Brain Freeze: Conservative media still using winter weather to attack  global warming http://bit.ly/9F4stp ( #p2 ),1,0.7314
SEC wants climate risks disclosed | Analysis & Opinion | Reuters: The SEC now sees climate change as a risk too im... http://bit.ly/bl6VEp,1,1
Climate Change Roundup: From Copenhagen Accord to NOAA Climate Service http://bit.ly/d2Us1B,1,0.7046
U.S. Proposes New Climate Change Service http://bit.ly/cvO6pF #green #energy,1,0.6905
U.S. Proposes New Climate Change Service http://bit.ly/cvO6pF,2,0.6297
Denial of global warming threat to the American pika means no protection from U.S. http://bit.ly/cLB8VF,1,1
http://bit.ly/10NrOO Solar energy can be used to combat climate change: Experts ... http://bit.ly/9SaIdy,1,1
"Climate Change Roundup: From Copenhagen Accord to NOAA Climate Service:  As of January 31, the Copenhagen Accord's... http://bit.ly/bedkte",2,0.6655
"Looking for a way to beat his own record and quadruple the deficit next year, Obama sets up new agency for global warming propaganda",0,1
"Or how about ""going to keep snowing in DC until @JimDeMint admits global climate change is real?"" @IMGoph @DC_Updates?",1,1
"The lighter side of global warming? RT @marialavis From @offsetters. Bobwheeling, pushing a dream. http://3.ly/pcjf",2,0.6642
"Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists|by David Adam Experts need to beef up ways .. http://oohja.com/xaXYM",1,1
Krugman makes the case for cap and trade. -- Climate Change - Building a Green Economy - NYTimes.com http://nyti.ms/axtEYy,1,1
RT @Tymlee: Climate change causes wolverine decline across Canada http://bit.ly/aacOb1,1,0.697
MIT Sloan Feed: How Would Climate Change Influence Society in the 21st Century?: Rajendra Pachauri describes the k... http://bit.ly/a8DS5S,1,0.6549
"Study assesses effects of earlier springs http://tr.im/NuV9 KB: More than 25,000 reasons to stop global warming. #eco #green",1,1
Thank you James Sniffen from UNEP for a great session on Climate Change and the UN.,1,1
Agreed! RT @Blano RT @robpas OK -- Still pushing Health Care -- Amazing $$  Not as amazing as new global warming office BS.,0,1
Plz #Digg & RT: GOP senator's family builds igloo to mock global warming http://bit.ly/aSAKLr ( #p2 #du1 #pgn ),0,0.6885
I likes it raw GOP senator's family builds igloo to mock global warming http://bit.ly/dpUbEX,0,1
Chavez Blames Venezuela's Inability To Meet Basic Human Needs On El Nino And Global Warming by @vincefernando http://bit.ly/dfWkxM,1,0.6766
Chavez Blames Venezuela's Inability To Meet Basic Human Needs On El Nino And Global Warming by @vincefernando http://bit.ly/cyuveh,1,0.6585
Loss of faith in climate change science|Surveys show increase in number of people who believe claims are .. http://oohja.com/x6Hkb,0,0.6688
Communicating Climate Change: Kate Sheppard on the Politics Beat http://bit.ly/bEU1e6 #energy,2,1
"What's a Cheap, Easy Way to Curb Climate Change? Seal the Leaks!: ThomasNet Industrial News Room (press release) U... http://bit.ly/cyHxlD",1,1
"What's that smell? Oh, it's #climate change http://bit.ly/azMqYJ",1,0.6456
Climate Change: Global hoax? http://bte.tc/ayxx #RTW,0,1
Rachel Harris- @WEDO_worldwide- Gender & Climate Change & Renata Sivacolundhu- UNDPI @UNinfo - the UN & Human Rights with AU.,1,1
it's called global warming.. but it should be called climate flux!  12 inches of snow in NYC!! over 2ft in DC! yay!.. coat the cities white!,1,0.6435
NYT: U.N. #Climate Panel & Chief Face Credibility Siege http://bit.ly/info/b4D02Y All about #global warming http://bit.ly/anyaIX,0,0.6702
"Excellent British film about climate change, The Age of Stupid, is on TV in America Saturday, 4/17, 10pm on Discovery channel Planet Green.",1,0.6815
"Secondary Sources: Consumer Agency, Euro Crisis, Climate Change http://bit.ly/aLeVRk",2,0.719
"FYI Global Warming, er, Global Cooling -- whatever, is effecting economic indicators - the delivery of them out of Washington that is  $$",0,0.6161
New federal climate change agency forming http://bit.ly/cB3YrH #environment #eco,1,1
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32,1,0.696
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32,1,1
"Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists http://bit.ly/9y1gp4 (CommonDreams)",2,0.6608
Is Climate Change Legislation Dead in 2010? http://bit.ly/dvFhcL,2,1
Is Climate Change Legislation Dead in 2010? http://bit.ly/dvFhcL,2,1
"at the recent climate change summit. So meeting with the Dalai Lama,",0,0.6695
30 inches of snow in Washington.  Al Gore blames it on Global Warming.,1,0.4824
Ballyhooed climate change chief at UN faces severe backlash head on:http://www.nytimes.com/2010/02/09/science/earth/09climate.html?th&emc=th,2,1
New York: Queens College geologist journeys to Antarctica to study global warming http://bit.ly/cIm1Rq,1,0.6618
"RT @kharul_karyu: ""The most inconvienient truth of all: climate change & indigenous ppl"" http://su.pr/1IcaSV",1,0.7116
"Palin: Global Warming Just ""Snake Oil"" http://bit.ly/bcvjIi",2,0.6923
Palin In NorCal:Global Warming 'Snake Oil Science'|Former Alaska Gov. Sarah Palin called studies supporting .. http://oohja.com/x6GLk,2,0.7009
James Sniffen from UNEP is speaking to American University students about Climate Change and the United Nations.,1,0.6475
How do we solve this global warming thing? http://bit.ly/br4xLV,1,1
"Solar energy can be used to combat climate change: Experts|NOIDA (Uttar Pradesh), Feb.9 : Solar energy can be .. http://oohja.com/x6GJQ",1,1
"RT @asymmetricinfo: Okay, Democrats:  you promised me global warming.  If I don't get it soon, I'm voting GOP in November.",0,0.6849
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,2,0.656
I'm bout to start random fires all over the place to speed up this global warming shit...my carbon footprint gon be bananas!!!,0,0.651
WINTER WEATHER: Scientists say storm doesn't refute global warming|Global warming may be the last thing on the .. http://oohja.com/x6GAn,1,1
"Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has come un... http://bit.ly/cDoUf1",0,0.679
A new federal agency to study global warming?? Just stop already!,0,1
"New federal office for global warming|Amid the growing fight over the accuracy of climate data, President Obama .. http://oohja.com/x6GiB",2,1
Wtf ever happend to global warming? I could use a lil bit of that right now.,0,0.6708
"New federal office for global warming|Amid the growing fight over the accuracy of climate data, President Obama .. http://oohja.com/x6GeN",2,0.6834
Palin likens global warming studies to 'snake oil': Palin said California's heavy regulatory environment makes it ... http://bit.ly/ctOFQo,0,0.6495
Administration proposes new agency to study and report on global warming|WASHINGTON - The Obama administration on .. http://oohja.com/x6G2p,1,1
"Palin Likens Global Warming Studies To 'Snake Oil' At Redding Appearance|REDDING, Calif. -- Former Alaska Gov. .. http://oohja.com/x6FNC",0,0.6646
Obama spending our Tax money 4 New Federal Climate Change Agency   http://is.gd/7YeW8 #the disingenuous Leftists Hoaxster think we're stupid,0,0.6939
Palin likens global warming studies to 'snake oil' http://bit.ly/bHZ8dw #environment #eco,2,0.6685
New federal office for global warming ' http://americanperspective.org/New-federal-office-for-Global-Warming.html,1,0.7128
Palin: Global Warming Studies 'Snake Oil'|Former Alaska Gov. Sarah Palin called studies supporting global climate .. http://oohja.com/x6Fj7,0,0.6658
"NOAA Tackles Climate Change: Responding to public demand for climate change information, National Oceanic and Atmo... http://bit.ly/aIRiEU",1,0.6777
NOAA Tackles Climate Change - eWeek: CBS NewsNOAA Tackles Climate ChangeeWeekResponding to public demand for clima... http://bit.ly/cDk39l,1,1
"RT @OpenSociety: OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku",1,1
US Commerce Secretary announces plans 2 create office to inform businesses/local communities about #climate change http://ow.ly/15jMk #ESG,2,1
Just posted Temperature and the Allocation of Time: Implications for Climate Change http://bit.ly/95CeOL #b2p,1,1
"RT @dcarli: ""At the Frontier: A Report on Young People & Climate Change"" UNFPA  http://bit.ly/drkNXT",2,1
Commentary: The Case For Climate Change Must Be Remade From The Ground Upwards|Intellpuke: This commentary was .. http://oohja.com/x6EUr,1,0.6377
"Global warming an Olympic worry, says Rogge|VANCOUVER- Global warming is starting to worry the International .. http://oohja.com/x6EOK",1,1
Federal Climate Change Forecasting Agency Launched http://bit.ly/99Ug5U,2,0.7221
F Obama administration proposes new Climate Service to examine and report on global warming _´ YOU DECIDE: Can New Agency Deliver Relia...,2,0.7037
Anatomy of the collapse of the great gobal warming scandal #global warming http://is.gd/7TByc,0,1
"Spring begins almost two weeks earlier due to global warming, say scientists|ANIMALS and plants in the UK are .. http://oohja.com/x6Eu7",1,0.6466
"No time to put climate science on ice|The science of climate change has been on the defensive in recent weeks, .. http://oohja.com/x6EdW",1,0.349
NOAA to provide info on global warming|The Obama administration Monday proposed a new National Oceanic and .. http://oohja.com/x6Ec3,1,0.676
Obama Creating New Climate Change Agency http://bit.ly/cBUyzB,1,0.6866
"RT @DougBenson Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",0,0.6795
"Report: Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi via @treehugger",1,1
Climate change for scaredy-cat tea partyers should be framed as: more extreme weather events need passive survivability http://bit.ly/cCUrkq,1,1
when does it stop?  http://www.foxnews.com/politics/2010/02/08/administration-proposes-new-agency-study-climate-change/,2,0.6733
Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La5B,1,0.6521
Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La54,1,0.7006
Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG,1,0.6435
Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG,1,1
"RT @uncajoe: uncajoe: PLZ RT @stone_circle Climate Change: ""But wait, there's more!"": When I was ... http://bit.ly/aYMbkO ( #p2 #du1 #pgn )",2,0.6687
The DC storms *prove* global warming is just a liberal plot to raise taxes. Snow is not warm...duh. (proves it!),0,1
There is No Man Made Climate Crisis (Global Warming is a Hoax)  environmentalists ;P,0,1
Obama Administration Proposes New Agency to Study Climate Change - http://shar.es/aLs3J,2,0.6871
"Strange how the more Obama tries to kick start Congress, the more it snows. Maybe bipartisanship IS the cure for global warming...",0,1
Water at core of climate change impacts http://uk.reuters.com/article/idUKTRE61615G20100207 ^AB,1,0.6522
"nitwit-in-chief forms gov't global warming agency, announced today but few media able to report as follows blizzard.  http://stk.ly/ccGuOc",1,0.3596
The Chilling Effect | cooling heated rhetoric on global warming ...: Energy and Environment: Around the Interwebs.... http://bit.ly/c14ZE3,1,1
"The Republicans sure are quick! They already have an ad out attacking Climate Change, citing the recent snow storms hitting the east coast",2,0.6467
"Get the Facts About Global Warming, So That You Can Make an ... news today",1,0.6467
The people put on TV to explain climate change should know how to explain it. #justsayin,0,0.6933
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb,1,0.78
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change http://nyti.ms/c6fTQ6,1,0.6628
RT @iconicearth: Federal Climate Change Agency Being Formed http://bit.ly/9iXjWs #GreenParty,2,0.7239
RT @EcoInteractive: Global Warming May Warrant New Approaches To Ecosystem Restoration http://bit.ly/WarmingApproaches,1,1
